,Delta,Theta,Alpha,Beta,Coefficient of variation,Mean of vertex to vertex slope,Variance of vertex to vertex slope,Hjorth activity,Hjorth mobility,Hjorth complexity,Kurtosis,Second difference mean,Second difference max,Skewness,First difference mean,First difference max
0,2.5572443237391876e-11,1.269310498181931e-11,5.4714879944823355e-12,2.3436002564192244e-12,-187.45327974876474,-6.875010992954248e-09,6.101049331040719e-12,1.998064207687241e-10,0.20373939209684913,3.7883131685126314,5.0221235020319295,1.314734467193899e-06,1.9969574143587397e-05,1.029092993679728,2.131618924513357e-06,2.811331915770199e-05
1,4.234741852267176e-12,1.8324951217272758e-12,1.024904973399141e-12,5.453988228231522e-13,-121.46592275006772,7.1722215654579906e-09,3.0641749219569102e-12,3.937409473468245e-11,0.3121020670839853,2.556265698446708,1.0225411283060273,9.257053979178806e-07,8.943816083009072e-06,0.07896849806280133,1.4823843325401467e-06,1.910835725032425e-05
2,9.043585478209913e-12,3.3485905256587147e-12,1.5988220230945162e-12,7.681278379655406e-13,-166.8888508908738,1.4258263540847538e-09,8.156281271842973e-12,8.049262139542359e-11,0.3511129273504566,2.3671909442824326,2.6406310108412128,1.446081753433543e-06,2.1111866727702746e-05,-0.11073052593001993,2.2452610043743753e-06,4.1351441605249104e-05
3,9.671197114990607e-12,3.471002852941982e-12,1.6493720275121516e-12,7.876944612930788e-13,-172.2051011896898,3.6931926110648176e-09,8.005776174032862e-12,8.36653463701865e-11,0.341698559342161,2.430046860539348,2.6131012023879503,1.4398809702451686e-06,1.9856971874570826e-05,-0.1473833694742195,2.238092431137132e-06,4.156891457999542e-05
4,3.588332395381687e-11,1.1389615174780297e-11,3.875080491496606e-12,1.6461926959954737e-12,-70.63911829208551,4.878090100889703e-09,1.2646862569772426e-11,2.4005379405606415e-10,0.2551685298094594,3.242104194141324,1.159689425510713,1.8878082787760295e-06,2.8841061899748223e-05,-0.0026277264121369447,2.9491704549508566e-06,3.949413610742351e-05
5,6.836865991523258e-12,2.0904400783064293e-12,9.080894145272772e-13,4.736649974259389e-13,-87.33613621404876,-8.401588398445563e-09,1.3577226488232238e-11,7.313941847330518e-11,0.47062906496037094,1.7965740215984445,1.985464564038098,1.818291952020418e-06,2.361582980086977e-05,-0.07917374691106549,2.794996396506954e-06,4.311409684138247e-05
6,1.982874923046636e-12,9.54289496925839e-13,5.562158505812635e-13,3.3203670092162277e-13,-1881.8818374863777,-3.903212480905003e-09,4.15637060945539e-12,2.652675775523422e-11,0.4338783505208664,1.9144322244951764,1.5919445897999984,1.0413104004944533e-06,1.5536841824979017e-05,0.07831751065035855,1.6220074551771323e-06,2.2113373424887464e-05
7,2.3764941751111715e-12,8.742583015187668e-13,4.5018712094738806e-13,2.842490715305959e-13,-98.82504580685132,-6.8566325965220556e-09,4.260270940064782e-12,2.6945899606441132e-11,0.4397202908097717,1.8925542338820531,1.7846963725109708,1.0967541009696056e-06,9.131809939726864e-06,-0.08704033304557146,1.6984723326340363e-06,2.4492927878233004e-05
8,7.69120619966201e-12,3.6331028336620237e-12,1.3503521838621326e-12,6.493228843484468e-13,-95.9791114540559,7.58173001894023e-09,1.0934845260596513e-11,8.034493598578541e-11,0.4087495660206005,2.0462734430013945,1.6633991430813677,1.7862551230445858e-06,2.5137362438391697e-05,-0.26616487791335836,2.7551125147160164e-06,3.34661549156939e-05
9,5.4038307528244995e-12,2.193375522448476e-12,7.769438068228043e-13,4.217308057810972e-13,-395.8989359322487,1.078787474667697e-09,8.706655210487252e-12,5.6532339023810346e-11,0.43424255090460234,1.9227514564363832,1.0906990733113855,1.6566249723219815e-06,1.5449515446707866e-05,-0.30459072830756634,2.5547612440250397e-06,2.043330985275044e-05
