,Delta,Theta,Alpha,Beta,Coefficient of variation,Mean of vertex to vertex slope,Variance of vertex to vertex slope,Hjorth activity,Hjorth mobility,Hjorth complexity,Kurtosis,Second difference mean,Second difference max,Skewness,First difference mean,First difference max
0,2.1712394162710447e-11,7.0414790683091435e-12,3.3201974832750697e-12,1.7314332231569924e-12,-213.84283006133217,1.1130859006646529e-08,9.953843708340507e-12,1.6906858136326944e-10,0.27323413018506726,2.854379051928879,2.9422561169668953,1.5695128255847926e-06,3.734746236362249e-05,0.49736962990819683,2.5689806557822016e-06,4.7022153444724197e-05
1,9.28050519302634e-12,2.2730705875467947e-12,1.2531403281283884e-12,6.87232134306733e-13,146.62723846882201,9.078721627956637e-09,2.4155031697466056e-12,6.278740925488072e-11,0.22426212499942186,3.3269221634425064,0.7607492595102905,8.193490722124846e-07,1.447947656366827e-05,-0.20314294816075446,1.385489564638193e-06,1.8998348827344166e-05
2,1.675138325205713e-11,5.1730743678794306e-12,1.7779146327357647e-12,1.5489712465569392e-12,-87.74508782492379,-2.0175310610521542e-09,5.444525049795718e-12,1.2238594827422393e-10,0.24555260824550862,3.029800638391502,3.931717888439454,1.2527211439147291e-06,8.761360540169374e-06,0.8736908180628433,2.0892288219814165e-06,2.446154296177615e-05
3,1.669958696153172e-11,4.9299249110109384e-12,1.6166840611853736e-12,1.6868088951591374e-12,-85.99214548284884,-9.478255187228043e-09,5.6906816011244804e-12,1.2206382367674764e-10,0.2508920180925218,2.9659275576205624,3.4083845460069435,1.2803254824262667e-06,8.82643387502861e-06,0.7837569955380985,2.135042105304343e-06,2.4421389242389563e-05
4,1.6624330987500783e-11,4.661965081528421e-12,1.4531284624702631e-12,1.8393097576728777e-12,-77.64387453888867,-9.769984795089518e-09,6.011145128214881e-12,1.2181051456373405e-10,0.25755491199060615,2.8880280682135377,2.9142922290544955,1.312795904248546e-06,9.373211543450065e-06,0.6973419809800901,2.1915992713905825e-06,2.3820702204928657e-05
5,1.492589342927317e-11,4.155602414681568e-12,1.2974365382240504e-12,1.685282565437701e-12,-71.57422110519211,-1.0561950480612441e-08,5.595676510444171e-12,1.0993550052301602e-10,0.26099260813794534,2.853982202490925,2.754577222486619,1.2640477268469618e-06,8.463576694895861e-06,0.6669083991102805,2.1106598687566546e-06,2.235181340352483e-05
6,3.2060711766818664e-12,1.2130832984747365e-12,9.56407488702546e-13,7.210802669208372e-13,-161.33046765082833,6.771992101345587e-09,2.4758736861484092e-12,3.4836171975647983e-11,0.3044622537570913,2.3976443274509007,0.47006759115191366,8.234961470088128e-07,4.213265973907072e-06,-0.024001105857013243,1.4054297689590818e-06,1.555893517051957e-05
7,1.459792691161086e-11,4.042805385372115e-12,1.2533339501731541e-12,1.64477964581522e-12,-69.25183036056676,-1.1190284152022951e-08,5.47162921985288e-12,1.0734546448348822e-10,0.26100141113284125,2.8538922404854654,2.7759809602552616,1.2481974512295694e-06,7.839463901731896e-06,0.6665986398357179,2.0848127178353018e-06,2.1940660880445563e-05
8,1.5528892301405998e-11,4.35204243987873e-12,1.3548079155752965e-12,1.748488286259624e-12,-73.06412757987573,-1.091375462240201e-08,5.756984792332543e-12,1.1433066829042119e-10,0.25992195961084885,2.8631904322589232,2.83387200130016,1.2831750979730842e-06,8.788117967498284e-06,0.6805713825099202,2.141973972334903e-06,2.373947933165484e-05
9,8.400149108967228e-12,2.123483524054752e-12,8.297869439697645e-13,1.1371254126970459e-12,-46.72775004108262,-1.4244573914472962e-08,1.2978136780841856e-11,8.579944512755404e-11,0.4301109615363959,1.9017386137419923,0.5482261896557878,1.9366091200392276e-06,1.754598574807355e-05,0.08500966176425137,3.0434605536712843e-06,4.395757753871976e-05
10,2.4059970137447953e-12,1.091372995794874e-12,6.218301709673154e-13,3.586678893434146e-13,-358.75608563917166,2.190666142602469e-09,1.317585960028299e-12,2.3140754353108507e-11,0.2757452370019241,2.682959766826732,2.408095880751774,6.141438382815802e-07,9.371457294575417e-06,-0.43723819525544666,1.0389398173076517e-06,1.3048396296635386e-05
11,3.393836765309426e-12,1.7715561691070132e-12,1.0967373221916417e-12,6.388953716639165e-13,97.42118263629968,-1.5434454703267977e-09,2.1945279698224104e-12,3.8450347428127024e-11,0.2790278835578055,2.5691215240697565,2.7725802735430847,7.825191910469671e-07,9.83278583352407e-06,-0.5146728998700015,1.3474039883580288e-06,1.4313339595635919e-05
12,4.121096692196896e-12,1.8287317646125723e-12,9.694863145670727e-13,6.628496134527512e-13,-195.14456199854777,-5.55168847059367e-09,4.8822611468843734e-12,4.631925033609041e-11,0.3665035859507932,2.163510310745621,1.329485292450556,1.2177753572473314e-06,1.1938890919356067e-05,-0.24507391437332388,1.937469806690926e-06,1.9382447718013273e-05
13,7.041143187050234e-12,2.425069444424174e-12,1.2172702762156224e-12,1.2086270262008368e-12,-134.04224535991634,-5.116262936473506e-09,1.6989429983489208e-11,9.318614151749532e-11,0.4738332519748754,1.7541208580487588,0.8227682379212804,2.277576263368544e-06,2.050222026092927e-05,-0.06848711178386808,3.520920845658277e-06,4.025284138246739e-05
14,1.3596390575920167e-11,4.3063459051810625e-12,2.5348664715285016e-12,6.314968463216765e-12,867.8747196574305,-4.1333306692691827e-08,3.969882073228712e-11,2.32913932003467e-10,0.466232174455683,1.7044643714413852,0.9073945953435424,3.4204999456819977e-06,3.684541697718776e-05,0.03385774941878247,5.4325213669213625e-06,6.012902618753337e-05
15,1.2089161149988428e-11,4.4254291462377095e-12,2.947601804085314e-12,7.48417138575774e-12,119.2381410186734,-3.037253723862107e-08,4.053588677960318e-11,2.4597772956644226e-10,0.46031619902913085,1.6912399388040602,0.8835606088204409,3.41429403268132e-06,3.565970845502402e-05,-0.03784162053678059,5.489405568585684e-06,5.301726674296177e-05
16,9.585811086071451e-12,4.014718858137709e-12,2.8394161312395754e-12,4.203721050183252e-12,43.541160887653184,-1.5605989930635338e-08,3.145117467502002e-11,1.866744290099607e-10,0.4629693215621247,1.6981912628679046,0.9768280591174092,2.97063760109953e-06,3.221783177996491e-05,-0.07722101344175496,4.754407231932861e-06,4.819537483024339e-05
17,5.691580993543376e-12,2.0345397231672232e-12,1.1454773989345582e-12,7.841448589172513e-13,1101.6777019825506,-2.0458747828388343e-08,1.539826604209171e-11,8.134471052640318e-11,0.4790086092404797,1.730820617591462,1.5295060247387948,2.0914264255709456e-06,3.91285779110399e-05,-0.3198827735613363,3.2563707558844982e-06,3.9263743218127714e-05
18,5.68682685185245e-12,2.0609303836041683e-12,1.157659451049153e-12,8.163909450682524e-13,234.1174989250329,-1.790036495229668e-08,1.6671263427172613e-11,8.434587692978418e-11,0.4907735929667167,1.6912119148208475,1.492315193615847,2.185659356138012e-06,4.200216639047837e-05,-0.26645167327605107,3.3964552738549653e-06,4.2276726243991756e-05
19,5.764665911541272e-12,2.0655743063372137e-12,1.1374755387032303e-12,7.78765136296184e-13,241.22942732588442,-1.2776945985371973e-08,1.745714465703024e-11,8.602503550495698e-11,0.49670943034092085,1.6751004377406924,1.4825279967857343,2.2412155497627826e-06,4.320800103761349e-05,-0.28017578082242467,3.475191517238456e-06,4.37031691309987e-05
20,2.5264095533136105e-12,1.1658661943963108e-12,6.367956952485175e-13,3.709041607216963e-13,79.74890645995701,-3.6816405283728652e-09,1.5096924561377446e-12,2.5899706238510716e-11,0.27925994187085346,2.6131326945497686,2.5592377832473785,6.53185755548841e-07,3.6240260639353003e-06,-0.5705690225796672,1.109685987081549e-06,1.0749456894789043e-05
21,9.004109301274354e-12,2.2261576767009557e-12,1.246126385435883e-12,6.820252858807685e-13,174.81346857802598,9.53412570483539e-09,2.3893437055110247e-12,6.142992582713127e-11,0.22563008967978884,3.303383045018311,0.7535104607669548,8.163540386788662e-07,1.7184851282520787e-05,-0.2024824021514472,1.3800785452354698e-06,1.8523805502403296e-05
22,3.756192008695006e-12,1.1485447868848563e-12,4.5233086150436893e-13,3.153847371632823e-13,119.60603622843949,4.5015800745273923e-10,1.9586395093900343e-12,2.979917446625583e-11,0.290389937801737,2.6353003591138697,1.4979103469908943,7.540050421080424e-07,1.0485046115815977e-05,-0.37378912721393054,1.241896233441083e-06,1.0944627542534524e-05
23,7.801821607144843e-12,2.3478763448579894e-12,9.120287987586128e-13,6.590656064005239e-13,-173.21175162251973,-1.3992030848691706e-08,1.0689848642020887e-11,7.617542213958701e-11,0.41391002688747036,1.9916150343707766,1.5678492864878415,1.767287251555119e-06,1.2131548624399174e-05,-0.39428594286163243,2.760810929957602e-06,3.0088391108567937e-05
24,2.741022061371847e-11,7.911866614067702e-12,2.7756922879896634e-12,1.6694632801838412e-12,194.37079609972915,1.0252071101279683e-09,7.304506858450893e-12,1.808592112575901e-10,0.22842722446908312,3.369282514472003,2.460714911856985,1.4368072548331308e-06,2.7664499349965672e-05,-0.3764568232274032,2.3652684111791736e-06,2.8218902986190588e-05
25,1.2996725050521893e-11,3.2257919062210437e-12,1.0039429879252938e-12,6.734515937915762e-13,128.94074158568347,3.1031349011702953e-09,3.4287244857398066e-12,8.238404695036514e-11,0.23049346950034932,3.369551806381335,2.508815555181793,9.916645575890462e-07,1.4492398895246806e-05,-0.5085195816393776,1.6234806192202702e-06,2.1628857076371406e-05
26,4.315221369598553e-12,1.1926837211344225e-12,6.286074764527332e-13,3.927038104995459e-13,114.36943582244898,4.045056816135258e-09,1.7156999387496195e-12,3.2742276811382823e-11,0.26160694932721357,2.8635246343589853,0.8731625994022163,7.028399108209925e-07,1.2010121965362018e-05,-0.20845830994798922,1.1765974149360498e-06,1.2670048661020826e-05
27,9.527165337347326e-12,2.3346681114629113e-12,1.2801535175832235e-12,6.928076261421756e-13,151.2810115536072,7.610438990219978e-09,2.4336739717982645e-12,6.409306500709249e-11,0.22251263870945054,3.3535104206658013,0.7423588684368312,8.206667760607856e-07,1.7621443222705428e-05,-0.19793484799278932,1.3879538672685534e-06,1.902118789654383e-05
28,3.722881142592423e-11,9.543712178168354e-12,2.9483645118619464e-12,1.660460533462038e-12,221.17637290068464,-1.6323886398040043e-10,6.353609188465495e-12,2.2200855947434222e-10,0.19357349602290186,3.9912011283093083,2.332361457343256,1.3458798656943114e-06,3.074371179217212e-05,-0.42541411995827333,2.212445717824508e-06,3.169876423895628e-05
29,7.098091371852258e-11,2.289876248734055e-11,9.278096743922049e-12,4.248561866364283e-12,233.24792094311476,1.497518808787283e-08,9.398539250495163e-12,4.4972022591853934e-10,0.16974537502491233,4.438005378513604,3.2625307536495116,1.5846295265072971e-06,7.823609820706491e-06,0.3253709302185584,2.6573642587194854e-06,4.854607785152971e-05
30,1.8722676911781768e-11,5.697002289167981e-12,1.9245738130598627e-12,1.6004418440871109e-12,-98.17920341908227,-3.1619564482134576e-09,5.712235420697161e-12,1.33947150779093e-10,0.2404075844829174,3.1008082581651624,4.761274283588544,1.283054375332374e-06,8.513694171053635e-06,0.9767545612419143,2.1376090378102625e-06,2.6673184176394286e-05
31,1.671543606892034e-11,5.1757353174803075e-12,1.790755482126599e-12,1.545016398907746e-12,-87.52547024531121,9.124322557634605e-10,5.412955638108336e-12,1.221361712057369e-10,0.24547798125303252,3.0307336852663567,3.8793049552849457,1.2518009015033407e-06,8.323224689097428e-06,0.8700634595020732,2.0867377948447887e-06,2.445771225299458e-05
32,3.469125489628047e-11,1.0390753686761992e-11,4.9163935204550455e-12,2.1706743693519524e-12,200.09847002500993,1.883673590921384e-08,5.020139705094161e-12,2.2097846836422424e-10,0.17361882044860757,4.293513693066148,2.529971422116388,1.1447383921269867e-06,2.6725649663538565e-05,0.18131345422274145,1.9491926992905596e-06,4.0891204917982755e-05
33,1.6584391091204744e-11,5.125421552571945e-12,1.774352687084209e-12,1.5300536458592118e-12,-84.82168955832311,-2.6519296569760937e-09,5.413834878931861e-12,1.211904235952475e-10,0.24566567858343433,3.0280491070007445,3.8730674233920355,1.2482864465955526e-06,8.394355162890059e-06,0.8709040189109853,2.0803878111530194e-06,2.470482308995193e-05
34,1.7117868497143615e-11,5.2257113374262855e-12,1.7907277146515023e-12,1.5804107809407162e-12,-88.24407540298343,-4.4622077353687645e-09,5.520964489109043e-12,1.2453843220260726e-10,0.24534679066135875,3.0324048061035276,3.8794279941635157,1.2638478099653437e-06,7.215897074845504e-06,0.8652411157658064,2.106402637171185e-06,2.477982976424811e-05
35,1.6394533235939693e-11,4.6323883971000745e-12,1.4682868668989562e-12,1.7729765318255994e-12,-80.41474679577499,-8.006702592514374e-09,5.843015949800309e-12,1.1986172909603497e-10,0.2560831786004686,2.90353745732615,2.973998181286359,1.2948511740746753e-06,8.649602479591059e-06,0.7103672510877364,2.161608486248921e-06,2.4169797257953762e-05
