,Delta,Theta,Alpha,Beta,Coefficient of variation,Mean of vertex to vertex slope,Variance of vertex to vertex slope,Hjorth activity,Hjorth mobility,Hjorth complexity,Kurtosis,Second difference mean,Second difference max,Skewness,First difference mean,First difference max
0,2.1401271314290765e-11,8.427629276554236e-12,3.742930568504918e-12,1.878631431037458e-12,107.50503238147903,7.143337134603017e-09,7.670065575638122e-12,1.6202472079254287e-10,0.24823458183418207,3.162323579069477,6.4041740867292765,1.4441731132562724e-06,2.733763955138475e-05,0.618791775561856,2.321225977932925e-06,4.119499477225909e-05
1,6.387251633309363e-12,1.5463673843574004e-12,7.992765876956919e-13,6.690028120027508e-13,-189.00559899464602,-4.187971053278304e-09,2.2099019447119887e-12,4.489298485295441e-11,0.2532227762822786,3.032885034453568,1.345682597949367,8.034485213227038e-07,1.559295648889906e-05,-0.44986391066339554,1.3232544516341794e-06,1.689513691462577e-05
2,8.438673489363259e-12,2.315208985353073e-12,1.0185557220050638e-12,6.497892161764162e-13,67.95834643639077,-1.6615829729056793e-09,2.8156842428270286e-12,6.051787019714628e-11,0.24594147567479677,3.1865718064113806,1.0216732821472232,9.13261169347666e-07,1.6234774616617076e-05,0.32011949514792665,1.484873231567405e-06,1.766166610666056e-05
3,1.2043001975660828e-11,2.7700119052883205e-12,1.0523367335841897e-12,6.557080615893959e-13,46.189061683491424,7.12717715064977e-10,3.156877706297747e-12,7.669986262754477e-11,0.22999296097045469,3.425502702476319,0.6678081253307386,9.564921561054253e-07,1.5376346636148618e-05,0.2748522514534782,1.5430582745449079e-06,1.886065382772564e-05
4,3.854911321760163e-11,5.989814358853095e-12,1.602493930743385e-12,8.269528501861528e-13,63.69864541260588,1.1309260082243312e-08,6.916120752702973e-12,1.997378845482286e-10,0.20627564911873653,3.978787409507996,2.6163808855791304,1.3554905102225652e-06,2.2946606338597695e-05,0.8003240639039031,2.1497027412617476e-06,3.3771351320668336e-05
5,1.3871732901545206e-11,2.4651597160954458e-12,7.290542857571158e-13,4.582536733502399e-13,44.294399251258625,8.512747041875751e-12,4.139073243873143e-12,7.97058699052753e-11,0.25527065455367903,3.169034720694969,1.7064370974410696,1.0748992583492545e-06,2.0462238193331807e-05,0.5432579457394859,1.7087809874111227e-06,2.3013300923170827e-05
6,1.6049310047763968e-12,6.875364330837844e-13,5.193076873810704e-13,4.4978322490022343e-13,134.15812690317554,1.0075037633696587e-09,1.7828462792049362e-12,1.9344150942351037e-11,0.34269204338698106,2.271755228818431,0.651545440130643,7.084840265228135e-07,1.0352449224078731e-05,0.05765434086971111,1.1577714102617897e-06,1.7653410409704738e-05
7,2.82408926850274e-12,7.791507481574033e-13,4.3450346743678e-13,2.724403338326398e-13,47.58461147123452,5.8725788373447666e-09,1.6870474326574839e-12,2.270135047693008e-11,0.2978347772772544,2.69850903717569,2.502739643869164,6.087032953136625e-07,1.8185642198825056e-05,0.4803881190665996,9.937188724466186e-07,2.3552855321583888e-05
8,3.8507147876829685e-11,5.978983482757562e-12,1.6024835119594785e-12,8.297510712269123e-13,63.459238510017016,1.1043781479075604e-08,7.020960723068065e-12,1.9975349205332033e-10,0.2074035266601992,3.960390598521946,2.5959221062170372,1.3650072400531383e-06,2.3325271705195694e-05,0.7932714163244535,2.1617124819642096e-06,3.400735228046082e-05
9,1.168209799030503e-11,2.1744766296418625e-12,6.845362646354476e-13,4.4850678482229694e-13,85.29366035181316,6.640560798106333e-09,3.168446868494908e-12,6.8108652226189e-11,0.24007921641458732,3.3349573772777625,2.323238201386792,9.223461225517985e-07,1.270064542000458e-05,0.5855406912186206,1.475989761467564e-06,2.952793152361333e-05
10,1.5785122787672277e-12,9.34984259033975e-13,5.738313212962624e-13,3.3761318847194907e-13,170.76821000698374,7.043984456919674e-10,1.1357948418116526e-12,1.897314470952354e-11,0.2783233382444833,2.6630085366023213,1.0277815473903738,5.312001293388329e-07,2.223598910505836e-06,-0.06143087879308452,9.154031611548947e-07,1.4624065525291828e-05
11,3.225966596007742e-12,2.107446411436477e-12,1.1860548890832962e-12,8.918819370162699e-13,-61.68088268680398,-2.9625371188170544e-09,2.2529701954588866e-12,4.164222262081984e-11,0.27426848397689313,2.564041758715153,0.734286965959222,7.885330284320588e-07,5.823355527580682e-06,0.04869899060487202,1.3822293416657561e-06,1.1298844121461814e-05
12,2.9413240581956124e-12,8.528000760599921e-13,5.004846330687198e-13,3.181920077462827e-13,52.01897556862651,3.0173314495839542e-09,1.630875351156199e-12,2.4032494686954256e-11,0.2866131408861299,2.7578409470179572,2.0511112301612666,6.073158189582354e-07,1.305474973067826e-05,0.4195561238998243,1.0022901996669885e-06,2.246489409323262e-05
13,3.371706336185091e-12,9.646702311567745e-13,5.420486124435678e-13,3.5927756100154633e-13,63.94141256255682,2.6555671016531953e-10,1.6527328028669605e-12,2.6624591162528358e-11,0.2770667513755022,2.821438732967767,1.6379965977600726,6.368905484037147e-07,1.4386016501106279e-05,0.36689856400320214,1.0523436823030323e-06,1.9459789922941942e-05
14,9.15948702343049e-12,2.6855825125914465e-12,1.5307236747032462e-12,1.2021661871526372e-12,106.24186758471654,-1.1262200948709174e-08,1.2399789745045804e-11,9.65264278119354e-11,0.40078533225542445,2.010538688397776,1.0847911433356077,1.859253007395629e-06,2.233467730678264e-05,0.14448428591074802,2.9335795658087526e-06,3.6801018907454035e-05
15,6.144486928351424e-12,2.112411660472887e-12,1.1028417048577304e-12,8.293468334141336e-13,-63.515463873720854,-2.591539768153573e-08,1.7045682175705254e-11,8.823188437349979e-11,0.489661395193457,1.6929893152820639,0.7354545324120886,2.2947944653771564e-06,2.2234371316090625e-05,0.09428343782650751,3.5474121888168086e-06,3.778892567635615e-05
16,6.1112879009955966e-12,2.0989326314909736e-12,1.0996254529800131e-12,8.40459655167355e-13,-66.29059615217074,-2.4299069753855393e-08,1.7102819642298973e-11,8.830789984373732e-11,0.49056032934877847,1.6899853787838202,0.7282906358783872,2.2998416028436142e-06,2.2361731744869154e-05,0.09208740640028037,3.555095525441918e-06,3.749215139085984e-05
17,5.966075914522083e-12,2.073564911102899e-12,1.0821266468484084e-12,8.131442823210362e-13,-62.222172287074756,-1.9771781889677224e-08,1.6257309641582116e-11,8.549099976489171e-11,0.4872085167000031,1.6999244820410684,0.7200723498448918,2.245743237338969e-06,2.1877582207980463e-05,0.0885081518558319,3.4734363656742473e-06,3.662255054551003e-05
18,6.024004526873479e-12,2.0764242891723764e-12,1.0892815432682504e-12,8.216546272318338e-13,-66.08521212955655,-2.4712808219952846e-08,1.654378700057852e-11,8.63298640675189e-11,0.4881667347312245,1.6974665033748666,0.723734359099745,2.262273744189725e-06,2.2178414091706715e-05,0.08958669913696317,3.497032428923481e-06,3.658902959487297e-05
19,2.5671467693033143e-12,7.686421187531731e-13,3.7254463102179806e-13,3.1023926867255626e-13,-73.86210041143262,-7.318733637302378e-09,2.8582838193225554e-12,2.6001619972979052e-11,0.3731922941013885,2.0920965365509656,1.326410792283869,9.052141550558837e-07,1.1924719951171128e-05,-0.28518544994312733,1.4551992548662715e-06,1.5962873899443045e-05
20,1.7697104583314324e-12,9.258176978379545e-13,4.776329305600731e-13,2.733113942309312e-13,-64.15618714157048,-5.216494112964388e-09,1.022123882280774e-12,1.8319862483261292e-11,0.26424755992010646,2.814651058624269,1.3371009448099889,4.7622742027733313e-07,9.914703396658274e-06,-0.08462325289857317,8.320114663523047e-07,1.682775345845731e-05
21,3.2300953494924127e-12,1.1216224993768223e-12,8.453012627695136e-13,7.51092703122567e-13,-133.66847525839538,3.1669017779048586e-09,1.77781150282169e-12,3.080607699253041e-11,0.27618075633046624,2.7120857202338025,0.6331838508595977,7.18582190040699e-07,7.305133867399099e-06,-0.13930762525635118,1.2034873365390774e-06,1.4357391317616538e-05
22,3.4011964558016013e-12,7.568827363116152e-13,3.3005598742823745e-13,2.5577190584144343e-13,-50.237003108488835,-2.692325924555567e-09,2.3716214061096707e-12,2.663521528372588e-11,0.3244393805466199,2.5284928658332575,1.463365274408053,7.389065657233866e-07,1.9608635361257343e-05,-0.32059483514179066,1.183570305301716e-06,2.486485001297017e-05
23,6.938508762031252e-12,1.6465395012116666e-12,7.960205448701131e-13,5.83475774517706e-13,106.72283045377525,1.7695253412059347e-09,9.69012694289161e-12,6.883275159673173e-11,0.41845421384068815,1.9330338058985672,0.5886996878350622,1.7087578059258657e-06,2.636147255664911e-05,-0.20387366077325864,2.6967909024867098e-06,3.306595962462806e-05
24,2.840138228741561e-11,5.264293802467527e-12,2.1299580980984863e-12,1.2203808144284932e-12,302.71332079271195,8.719891314677706e-09,6.9970985535239725e-12,1.6634018137181054e-10,0.23025931183818762,3.4800838003882895,0.9106934619296703,1.392934604330527e-06,1.944077457541772e-05,-0.3478196558909613,2.236936205145271e-06,3.136849294270238e-05
25,1.3953301177838192e-11,2.313004600053839e-12,7.963319641011006e-13,4.793780164131593e-13,-91.31796730046528,-1.9762336899636206e-09,4.918824776709905e-12,8.166122592879733e-11,0.2695461339182506,3.06172408743107,1.7796117745223408,1.1003704538397423e-06,3.051031743801023e-05,-0.600184620302724,1.7357319790833775e-06,4.955023581445028e-05
26,6.197988656938309e-12,1.5131986537802868e-12,7.770828586218695e-13,6.534922693886035e-13,-153.3299891235116,-1.447694535497404e-09,2.196951474215278e-12,4.385752953967137e-11,0.25506760727876376,3.017122126059404,1.3247742096193518,8.006049378788892e-07,9.465214941634243e-06,-0.44239310251401975,1.3162706939410186e-06,1.6636361193255512e-05
27,3.232764858346655e-11,7.355238367725718e-12,2.4713059422086113e-12,1.132602854423931e-12,-128.39423167981644,-7.3208068685991175e-09,4.702364232098334e-12,1.7917280224437476e-10,0.1858550847953239,4.1939175396588455,3.3240367098964123,1.1780580926196258e-06,9.416839368276496e-06,-0.5324267932446302,1.918054009219203e-06,2.6077401327534906e-05
28,5.087878852345907e-11,1.0109329813489872e-11,3.6345838471909878e-12,1.4715669675346538e-12,-60.57926857257253,1.68026174485379e-08,1.512129536807195e-11,2.949698608007543e-10,0.25177860795057594,3.2463091862167257,1.8116919236576727,2.057660057899002e-06,5.010632528267337e-05,-0.5844406712854971,3.2367969061356228e-06,5.428053643396657e-05
29,2.1566898841775396e-11,5.745191580444598e-12,2.263583638328518e-12,1.1896836755568977e-12,-81.34789414880633,1.6882619290760827e-09,8.398836243371222e-12,1.421622829517479e-10,0.2705991498125992,2.9114196811478625,3.7657814010016484,1.4166836719488356e-06,1.2786216580453186e-05,0.029791912944791697,2.3014188639527236e-06,2.5838022229343104e-05
30,2.963918891325641e-11,9.765768090393162e-12,4.007822213031484e-12,1.917966200637449e-12,49.69165448164519,1.045781197922842e-08,8.50707531176296e-12,2.0842394404475915e-10,0.23117529852751534,3.390539832847033,2.9425313929864125,1.5265598392389484e-06,2.435398074006255e-05,0.626732977037917,2.4592830387266763e-06,3.2082220131227586e-05
31,8.379382651262888e-12,2.3246722643182756e-12,1.0333041478384072e-12,6.532153943187192e-13,64.17855992033753,4.2015038021054857e-10,2.879776108001816e-12,6.048752974505473e-11,0.2483192941665839,3.1576955004143583,1.018950620181273,9.237157796374968e-07,1.759837249713893e-05,0.3256724225808097,1.497880798427547e-06,1.808537743190661e-05
32,1.9828285360296125e-11,5.739544917883348e-12,2.3916944233480064e-12,1.2245257431838003e-12,2282.2525530591224,-5.032689601281786e-10,3.2900295080358783e-12,1.2322141769179366e-10,0.19054732217139164,3.97174094996749,3.2187615735675528,9.827564629092663e-07,2.1847485273517966e-05,-0.021677004322141515,1.6239081411293636e-06,2.2333987594415197e-05
