,Delta,Theta,Alpha,Beta,Coefficient of variation,Mean of vertex to vertex slope,Variance of vertex to vertex slope,Hjorth activity,Hjorth mobility,Hjorth complexity,Kurtosis,Second difference mean,Second difference max,Skewness,First difference mean,First difference max
0,4.351770976633692e-12,2.1284103335072077e-12,9.67692234926605e-13,6.522564460816009e-13,-597.3791171039185,6.9141369198007795e-09,2.729441863376753e-12,4.2703189310003284e-11,0.2903246925301491,2.5667819041887134,1.160256627414303,8.709948277624248e-07,7.825858472571913e-06,0.2275044829196235,1.4527388983096341e-06,2.1422380865186543e-05
1,1.2601043658363419e-12,7.052038877318705e-13,4.1821562612628876e-13,3.223109315176649e-13,-46.370968096250834,2.6768283694637547e-09,9.720769973087211e-13,1.4873605615033174e-11,0.2949651415763035,2.4732508806939326,0.511348452930292,5.238649343454044e-07,5.7422724559395745e-06,-0.08839921098859717,8.931785996033883e-07,8.128513768215458e-06
2,1.3365444999736906e-12,7.261985650596806e-13,4.2333404741891845e-13,3.2058694649421137e-13,-36.97689649576898,5.891924471994164e-09,1.0195333874242875e-12,1.540945689479911e-11,0.29569754285657257,2.4736308514107384,0.48762427809488007,5.363811983101026e-07,5.76357228656443e-06,-0.08730706795221313,9.101659232652146e-07,8.179569887846189e-06
3,1.4724798880255767e-12,7.502394485879603e-13,4.1958284599571195e-13,3.0802017984055344e-13,-41.93141118283203,8.489391148603625e-09,1.0808640346882883e-12,1.612991870459142e-11,0.2976511277268318,2.4804858190207546,0.4983580315086106,5.556844719265754e-07,6.262978329137102e-06,-0.08659763041259984,9.36416014064827e-07,8.954561982146944e-06
4,6.932596122040703e-12,2.202756041712711e-12,9.936304749632455e-13,5.586749140987777e-13,-71.3880087531321,-1.6056360595751697e-08,6.023174527370229e-12,5.975030616883058e-11,0.3579961211422884,2.2661514781813135,1.0309385844526218,1.3955684003031907e-06,1.2037735317006181e-05,0.17022728793498082,2.174524567100548e-06,2.112765502403296e-05
5,1.8989028329796748e-12,7.135787048922955e-13,3.607937539653253e-13,2.2724283204515894e-13,-33.298049213108705,5.8958564178289385e-09,2.087144371136637e-12,1.9561202869045924e-11,0.3676167740355998,2.171599164171302,0.3567631530099119,8.022375630501808e-07,7.688867713435567e-06,-0.06251599342262756,1.273357158667147e-06,1.3168922902265967e-05
6,1.2175281767853855e-12,6.716056715443641e-13,4.042180671811608e-13,3.0965199513016927e-13,-43.798046074470925,4.743339733850681e-09,9.275432415133902e-13,1.4272876960882525e-11,0.292770966777291,2.488268603230383,0.5107404954900242,5.098251074120711e-07,5.995648664072632e-06,-0.0856443558557936,8.682269560414441e-07,8.258303605706874e-06
7,8.998210459878306e-13,3.880211446448285e-13,2.4527869873745904e-13,2.193201481791002e-13,-45.3397818502065,1.3064713098509042e-09,7.861509645446522e-13,1.022388008529076e-11,0.31559781577826623,2.379752305406216,0.4371840893343654,4.646486011291018e-07,1.115418188754101e-05,-0.06282933120662565,7.803176962435044e-07,1.4412804180971997e-05
8,3.4745792554984387e-12,1.1989475205714933e-12,6.197418461184777e-13,3.9668883109109936e-13,-49.12576183794232,1.0857536692019995e-08,5.692861123921311e-12,4.1176584460891104e-11,0.4177072152654546,1.8950920545163807,0.9544985198005304,1.2797006448925375e-06,1.4260518562600135e-05,-0.016161685080856643,2.040148317476767e-06,1.925054629587243e-05
9,1.3139255709059068e-12,6.71834262415774e-13,4.0708068442111457e-13,2.9679316937767605e-13,-68.74923979392025,-6.4468041896511105e-09,1.7854960238387464e-12,1.7469666513429633e-11,0.36184703638002425,2.1053814117295,0.2819769416391704,7.242567550644271e-07,5.447031641107804e-06,-0.01200804564258576,1.1930500981066386e-06,7.660805334554055e-06
10,8.686735732724873e-13,4.2826192669410324e-13,2.624945900145929e-13,2.2065073885857284e-13,-137.32604155423536,-2.8562545099260285e-10,5.044004222530975e-13,9.922749631635373e-12,0.2659304909347959,2.6314908535591464,0.19549861970260912,3.6694015658907516e-07,8.157760910963605e-06,0.06024319917823455,6.546012520186047e-07,9.098597921721217e-06
11,1.4015733282347501e-12,7.023756935892375e-13,4.649107357832707e-13,3.0605650468758544e-13,97.78499496556029,-4.73134106108349e-09,1.1571292855857002e-12,1.7066376290788976e-11,0.30264735679569443,2.4110895146644205,0.7442805063366004,5.751066851404524e-07,5.9056798352025636e-06,0.007638538331836852,9.802909283777823e-07,1.2309205627527274e-05
12,1.1644013605627363e-12,6.408348896805377e-13,3.8093893362932927e-13,3.2864115766583696e-13,217.47431055486936,-5.962619792387207e-09,1.3429615426120215e-12,1.5939580225405707e-11,0.3323387142321025,2.218597477457496,0.5547688283119727,6.177858413927901e-07,5.620804254215304e-06,-0.037180023482341056,1.0407530802909455e-06,1.1671683314259556e-05
13,1.245090112615541e-12,8.334644186007985e-13,4.955779412636408e-13,4.448623077161417e-13,408.13239342593965,-1.529997897057985e-08,3.5737417414217314e-12,2.4452909093605447e-11,0.42994935300642184,1.8021791882643787,0.24348254828801014,1.0300096035514713e-06,8.209643067063401e-06,-0.01893415573455078,1.6695917387519814e-06,1.0533463193713283e-05
14,1.697528570707064e-12,1.299583191256728e-12,1.1358713916594913e-12,9.337252270844786e-13,74.23695164727687,-3.0552611136736655e-08,8.13390565202862e-12,4.965814969370683e-11,0.4579970047298338,1.6451040667169636,0.9764324788948621,1.4685084765353424e-06,1.560940105897612e-05,0.02297599696596787,2.4270338729608427e-06,2.606717550011444e-05
15,1.912729636054254e-12,1.3761867121635994e-12,1.4086484841719899e-12,1.077774130753808e-12,64.00329205916807,-2.8355600858298946e-08,8.704050208065614e-12,5.480210412181708e-11,0.4516069720530751,1.6579633644111065,0.7939076698900128,1.528864630317882e-06,1.6898978727397575e-05,0.011549852484565349,2.539595936525665e-06,2.545317799954223e-05
16,1.8350803527970265e-12,1.3262161483117835e-12,1.0917422541472407e-12,8.366891810071371e-13,59.45521154795298,-1.2179631243060848e-08,8.099860120410334e-12,4.848047696307403e-11,0.46139549896682436,1.6641083603843632,0.9265273369482319,1.4965199181292194e-06,2.0118725151445787e-05,-0.05161919446021701,2.44064915809498e-06,3.060222842145418e-05
