,Delta,Theta,Alpha,Beta,Coefficient of variation,Mean of vertex to vertex slope,Variance of vertex to vertex slope,Hjorth activity,Hjorth mobility,Hjorth complexity,Kurtosis,Second difference mean,Second difference max,Skewness,First difference mean,First difference max
0,6.832958558926206e-12,3.3364060489369886e-12,1.843515080133082e-12,1.0361858872020228e-12,62.489888483282314,-2.188826492820109e-09,2.277751052034997e-12,5.975690481048138e-11,0.2219655181097024,3.3672875072386854,10.008476204098894,6.821607132765593e-07,1.5046541860074769e-05,1.4067736627087442,1.1656456954446861e-06,1.6002948714427405e-05
1,1.1629964842832264e-11,3.210814523149221e-12,1.3680634342721547e-12,7.161405106270196e-13,94.21526275554078,-4.386636978824989e-09,1.2064267395156266e-12,7.245792571622417e-11,0.15272995170657666,4.718535323606294,3.9946860685560246,5.503430426863455e-07,1.756533636530098e-05,0.26269592708406164,9.742483837758127e-07,2.19202007705806e-05
2,5.093996946495305e-12,1.5420365090552891e-12,6.274377402751319e-13,3.385413261188888e-13,131.39894435320213,-3.6949901998203198e-09,1.4138763844035216e-12,3.565010214413764e-11,0.22070060976001588,3.4798290346168117,1.5523861086811315,5.272242000151479e-07,2.0422096714732592e-05,0.24235819538413933,9.004884514774192e-07,2.7059490107576105e-05
3,5.465963780814902e-12,1.6104708702884536e-12,6.41189527337413e-13,3.4106538451727536e-13,185.17365535399898,-4.376550151763708e-09,1.4726820354241114e-12,3.759875946650467e-11,0.21789367214451028,3.5371163327854926,1.4683135817972341,5.34024189151131e-07,2.076099013809415e-05,0.21831365940855596,9.130582871410706e-07,2.7452457586022734e-05
4,2.6884883604477487e-11,6.855437717576057e-12,2.0017892935414373e-12,8.612514396187421e-13,150.27469534835205,-3.6487046912284245e-09,3.738021306811197e-12,1.60651815395088e-10,0.17262205461311173,4.506096339268644,2.3280134749656405,8.886817313564756e-07,3.134888067444876e-05,0.3787166862693133,1.5103783466587394e-06,3.5975612581063546e-05
5,5.324929731366529e-12,1.5805599434138771e-12,6.327271456971391e-13,3.378371247262116e-13,252.8379769031624,-5.5232651762281504e-09,1.4710751389782835e-12,3.6884651310742995e-11,0.22043862634751685,3.497896024483667,1.4997258289059234,5.331001086265588e-07,2.1177974868390936e-05,0.22648480818870814,9.106757586526274e-07,2.8105697917143514e-05
6,1.021328809065332e-12,6.578284458643606e-13,3.9521014946802373e-13,2.559991057939383e-13,170.4925139850894,-3.1567475075139595e-10,6.274589362365169e-13,1.294004429947341e-11,0.25813811523195246,2.6813692237166844,0.22641477303294363,4.0718409482760053e-07,6.0816016754406034e-06,0.09542220738112919,7.299206843554339e-07,8.210778864728769e-06
7,1.5681282986333196e-12,6.836543435882549e-13,3.3247241633752414e-13,2.5706673104655433e-13,-71.47232026546597,-4.93058764310877e-10,9.209631179584487e-13,1.5307565286097546e-11,0.2781945631776577,2.6345412812507294,0.8732020301125483,4.6458013786316926e-07,7.006219406424046e-06,-0.011696461109787233,8.087399817358794e-07,1.8410996723887997e-05
8,5.623374444325992e-12,1.5673596598398844e-12,5.646737175437636e-13,2.9839514515478683e-13,167.74721142170029,-6.857369885643695e-09,1.3777716383019292e-12,3.727844582150513e-11,0.21188311864630538,3.642939999151402,1.2027813019486586,5.204804014738822e-07,1.5857080151064314e-05,0.16659143218989533,8.883741715801507e-07,2.6865516118104825e-05
9,2.9463545514879566e-12,1.110265142654539e-12,5.156121613182487e-13,3.2087437465233714e-13,-64.29919630406229,-6.889912408904105e-09,1.3241001418110364e-12,2.4526261321826464e-11,0.2647745480821054,2.848825725355319,2.1796397483817174,6.006905158513937e-07,8.372860059510185e-06,-0.27199979639960786,1.0071508547096966e-06,1.6099666102082857e-05
10,1.7298900568350728e-12,8.083439772090102e-13,3.521896274458483e-13,3.171859886914771e-13,-157.70854774573232,-4.522969160208507e-09,7.078975681421394e-13,1.647354274319722e-11,0.2419144004254468,2.9597038547037346,4.493411184802125,4.31038193240207e-07,8.859602746623942e-06,-0.6298178979135655,7.567589180185934e-07,1.1209789732204167e-05
11,2.0512786353701005e-12,8.719467386989387e-13,4.3142463270365036e-13,3.930007370388891e-13,-103.63934207377308,9.380197863537785e-10,7.909868332123046e-13,1.8877939157831673e-11,0.23861972923948904,2.978058902517232,4.916491669673196,4.521332415937249e-07,9.686137251850156e-06,-0.5608507185938456,7.991382374362454e-07,1.1648555159838255e-05
12,3.3046667550905265e-12,1.5153956275071413e-12,9.541780427042373e-13,6.119081693336375e-13,-89.05190008534863,-1.1995516515168256e-08,2.588215030913295e-12,3.495867969482231e-11,0.3089338503225914,2.4850934419275386,2.0789554212767785,8.623426925976158e-07,7.654412039368276e-06,-0.279894118519647,1.417206380377533e-06,1.3263383863584345e-05
13,3.3211256820113896e-12,1.52937758734831e-12,9.66183629879015e-13,6.188978119886494e-13,-87.09526846632201,-1.385635707808333e-08,2.6305746328237703e-12,3.53549973101766e-11,0.30979655762460295,2.4800920120854504,2.0270584777880014,8.707674256999485e-07,1.1773814250400551e-05,-0.2688602672346174,1.4291019951941598e-06,1.3327634341954682e-05
