,Delta,Theta,Alpha,Beta,Coefficient of variation,Mean of vertex to vertex slope,Variance of vertex to vertex slope,Hjorth activity,Hjorth mobility,Hjorth complexity,Kurtosis,Second difference mean,Second difference max,Skewness,First difference mean,First difference max
0,7.321004660853157e-11,1.6714193775021353e-11,7.034872162905716e-12,2.650143685646085e-12,131.32151978961772,2.2722479426842068e-08,1.2721058859122501e-11,4.3792081758413274e-10,0.19223516066210175,4.0912443180582,36.40617099045255,1.751133635898347e-06,4.0729580376897836e-05,-0.6670297381593966,2.8644070702181246e-06,5.809928862439919e-05
1,1.2387777698834286e-11,3.50720111438402e-12,1.769594027323458e-12,1.0019267211722832e-12,-184.71609397405476,1.3804742141216503e-08,3.4506417239720194e-12,8.67574013271759e-11,0.22882888495208498,3.2810498609953815,2.3377842404430575,9.671112493193874e-07,2.7441746271458004e-05,-0.11807862401519022,1.6305379756966322e-06,2.8016774804303047e-05
2,6.515800437022249e-11,1.5701613796798568e-11,6.849393975119166e-12,2.5693710138805497e-12,305.905432743648,2.5646318122524417e-08,1.1687798551535907e-11,3.947888359389437e-10,0.1937290718469686,4.066768833180149,24.742404445181883,1.675452234741244e-06,9.201128093385213e-05,-0.2530280483676794,2.742237110847551e-06,9.221481235980773e-05
3,1.8175091188444686e-11,4.786972059552699e-12,1.6165998945308958e-12,1.957078353444599e-12,2281.3566716770647,-1.1953557702730355e-08,7.854929823515388e-12,1.344618739306563e-10,0.2779797086154543,2.7008202260377585,2.5529985138770503,1.4826510743345464e-06,2.7883617212176703e-05,0.3525198475216179,2.4651359917398343e-06,2.857430291599909e-05
4,6.628959394780277e-11,1.6610877901863002e-11,4.827444840911558e-12,5.227394754274091e-12,312.9907594411515,-1.795848901979205e-08,1.9019264936321622e-11,4.4730382205112363e-10,0.23508816761329093,3.212393054622248,1.952731823473726,2.2335792134577074e-06,5.9421950316624695e-05,0.24326240887053488,3.734008016300985e-06,6.084915269703211e-05
5,1.78532356756252e-11,4.716635076012214e-12,1.5941093726732021e-12,1.9743101862795007e-12,-3031.8085457294987,-1.0970866569996414e-08,7.90325549838407e-12,1.3288231687620428e-10,0.28017027570442077,2.679922726557179,2.499990339676418,1.4859997956794702e-06,2.706451606012054e-05,0.35075774061726034,2.46946050619362e-06,2.7626500389105053e-05
6,5.908610235258301e-12,1.665007977922364e-12,1.048491906083109e-12,7.846696041232693e-13,-361.35040570392005,7.936446572472358e-09,3.112834616415781e-12,4.930386143085504e-11,0.28559235948958345,2.595333128422245,1.7795174831457787,9.082535404215437e-07,1.9531047800411995e-05,-0.014746104865183294,1.5476622686246886e-06,2.508260902418555e-05
7,3.365385128006422e-12,1.1251313194893785e-12,4.926699588212191e-13,3.298635681246947e-13,243.94498691346905,-1.8479234943744872e-09,2.3134014899621567e-12,2.9555970300498715e-11,0.31683789313658295,2.4212717283143244,1.892537393640966,8.105205595572044e-07,1.2157646271457996e-05,0.09555922254708983,1.3321519400279954e-06,1.8689173479819943e-05
8,1.796099599113695e-11,4.778953158162549e-12,1.5948724794832697e-12,2.179688942828196e-12,-1408.676563220157,-6.90296328699478e-09,8.684841713432863e-12,1.3740325709670362e-10,0.28858882182002943,2.6070742058913234,2.3167132431519453,1.5584661259115305e-06,2.7346679079880976e-05,0.338412035820525,2.5858560494425686e-06,2.7982133936064697e-05
9,6.044191591461321e-12,2.268066999968957e-12,1.1034206675280611e-12,1.0924239978039183e-12,-289.6859040235946,-6.236047708628292e-09,1.137345474596478e-11,7.727758292786619e-11,0.4308002643988246,1.8659794154229812,1.384874197028298,1.8389829477859614e-06,1.834451819638361e-05,-0.012812917118838599,2.884446411020803e-06,2.2729839017318992e-05
